no1,,,,
TIMEINT,DELAYAVG(ALL),SPEEDAVG(ALL),VEHACT(ALL),VEHARR(ALL)
0-120,14.77442,34.865029,31,12
120-240,28.154638,17.324223,61,23
240-360,34.743487,9.73502,82,22
360-480,48.598356,3.153849,113,0
480-600,37.506947,5.545869,131,20
600-720,,,0,0
720-840,,,0,0
840-960,,,0,0
960-1080,,,0,0
1080-1200,,,0,0
1200-1320,,,0,0
1320-1440,,,0,0
1440-1560,,,0,0
1560-1680,,,0,0
1680-1800,,,0,0
1800-1920,,,0,0
1920-2040,,,0,0
2040-2160,,,0,0
2160-2280,,,0,0
2280-2400,,,0,0
2400-2520,,,0,0
2520-2640,,,0,0
2640-2760,,,0,0
2760-2880,,,0,0
2880-3000,,,0,0
